epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
264,203975,0.34984,0.42675,0.2184,0.78274,0.99684,0.98638,0.99441,0.95746,0.98099,0.96685,0.98165,0.60382,0.31326,0.62396,0.19414,0.77586,0.001321,0.001321,0.001321
265,204777,0.34697,0.43481,0.21697,0.77978,0.99685,0.98638,0.99441,0.95744,0.98102,0.96685,0.98166,0.6038,0.31318,0.62391,0.19406,0.77584,0.001288,0.001288,0.001288
266,205544,0.34917,0.43209,0.21608,0.78137,0.99693,0.98643,0.99442,0.95745,0.98109,0.96657,0.98167,0.60405,0.31309,0.62372,0.19397,0.77584,0.001255,0.001255,0.001255
267,206320,0.34667,0.4257,0.21433,0.78025,0.99693,0.98633,0.99442,0.95746,0.98109,0.96659,0.98167,0.60406,0.31302,0.62349,0.19388,0.77583,0.001222,0.001222,0.001222
268,207087,0.34835,0.4333,0.21543,0.78037,0.9971,0.98652,0.99441,0.95749,0.98109,0.96658,0.98169,0.6042,0.31292,0.62314,0.19379,0.77582,0.001189,0.001189,0.001189
269,207855,0.34447,0.41948,0.21328,0.78232,0.9971,0.98651,0.99441,0.95747,0.98093,0.96641,0.98165,0.60421,0.31281,0.62267,0.1937,0.77581,0.001156,0.001156,0.001156
270,208624,0.3475,0.42174,0.21455,0.78188,0.99711,0.9865,0.99442,0.95736,0.98092,0.96645,0.98174,0.60436,0.31271,0.6227,0.19361,0.7758,0.001123,0.001123,0.001123
271,209372,0.3468,0.4315,0.21533,0.7819,0.99697,0.98638,0.99442,0.95738,0.98093,0.96647,0.98174,0.6044,0.31264,0.6225,0.19352,0.77579,0.00109,0.00109,0.00109
272,210139,0.34378,0.422,0.21526,0.78038,0.99694,0.98638,0.99441,0.95741,0.98095,0.96647,0.98176,0.60444,0.31255,0.62245,0.19344,0.77577,0.001057,0.001057,0.001057
273,210904,0.34637,0.42903,0.21398,0.78014,0.99694,0.98648,0.99441,0.95749,0.98096,0.96648,0.98175,0.60443,0.31245,0.62227,0.19333,0.77576,0.001024,0.001024,0.001024
274,211668,0.34672,0.41638,0.21395,0.7813,0.99676,0.98661,0.99441,0.95749,0.98096,0.9665,0.9817,0.60442,0.31237,0.62227,0.19323,0.77576,0.000991,0.000991,0.000991
275,212435,0.34195,0.4156,0.21296,0.77955,0.99676,0.98672,0.99441,0.95752,0.98093,0.96652,0.98171,0.60423,0.31228,0.62205,0.19314,0.77574,0.000958,0.000958,0.000958
276,213200,0.34217,0.4247,0.21175,0.78252,0.99676,0.98668,0.99441,0.95759,0.981,0.96649,0.98171,0.60408,0.31219,0.62199,0.19306,0.77573,0.000925,0.000925,0.000925
277,213966,0.34242,0.42894,0.21142,0.78176,0.99677,0.98664,0.9944,0.95764,0.98101,0.96646,0.98173,0.60418,0.31209,0.62184,0.19298,0.77571,0.000892,0.000892,0.000892
278,214736,0.34083,0.41946,0.21171,0.7814,0.99643,0.9867,0.99438,0.95764,0.98086,0.96667,0.98177,0.6043,0.31197,0.62162,0.19289,0.7757,0.000859,0.000859,0.000859
279,215564,0.34084,0.41558,0.2108,0.7807,0.9966,0.9869,0.99465,0.95772,0.98101,0.96685,0.98188,0.60437,0.31188,0.62148,0.19282,0.77569,0.000826,0.000826,0.000826
280,216332,0.34191,0.41583,0.21277,0.77957,0.99644,0.98679,0.99465,0.95773,0.98082,0.96668,0.98179,0.60438,0.3118,0.62139,0.19275,0.77567,0.000793,0.000793,0.000793
281,217117,0.33886,0.41572,0.21122,0.78095,0.99645,0.9867,0.99465,0.95772,0.98091,0.96685,0.98189,0.60449,0.31171,0.62109,0.19269,0.77566,0.00076,0.00076,0.00076
282,217887,0.33804,0.41091,0.20756,0.78051,0.99645,0.98668,0.99465,0.95774,0.98094,0.96685,0.98189,0.60452,0.31162,0.6209,0.19262,0.77566,0.000727,0.000727,0.000727
283,218655,0.33723,0.40654,0.20852,0.77955,0.99645,0.98662,0.99465,0.95783,0.98107,0.96702,0.98224,0.60462,0.31153,0.62082,0.19254,0.77565,0.000694,0.000694,0.000694
284,219422,0.33394,0.40971,0.20742,0.77971,0.99645,0.98665,0.99465,0.95778,0.98088,0.96685,0.98191,0.60456,0.31143,0.62071,0.1925,0.77563,0.000661,0.000661,0.000661
285,220208,0.33778,0.4131,0.20809,0.77933,0.99645,0.98682,0.99466,0.95778,0.98059,0.96668,0.98187,0.60467,0.31133,0.6204,0.19243,0.77562,0.000628,0.000628,0.000628
286,221056,0.33576,0.41185,0.20764,0.78004,0.99646,0.98679,0.99466,0.9578,0.98094,0.96702,0.98228,0.60472,0.31124,0.62011,0.19236,0.77562,0.000595,0.000595,0.000595
287,221836,0.33457,0.41316,0.20795,0.78132,0.99646,0.9869,0.99466,0.95777,0.9809,0.96702,0.98229,0.60479,0.31113,0.62007,0.19228,0.77561,0.000562,0.000562,0.000562
288,222606,0.33017,0.4118,0.20458,0.7783,0.99645,0.98707,0.99466,0.9578,0.9809,0.96702,0.9823,0.60477,0.31105,0.61986,0.19222,0.7756,0.000529,0.000529,0.000529
289,223375,0.33401,0.40878,0.20626,0.77985,0.99645,0.98706,0.99467,0.95782,0.98091,0.96703,0.98227,0.60497,0.31094,0.61953,0.19214,0.77559,0.000496,0.000496,0.000496
290,224140,0.33418,0.40663,0.20577,0.78027,0.99641,0.98707,0.99467,0.95791,0.98092,0.96703,0.98229,0.60493,0.31083,0.61937,0.19206,0.77558,0.000463,0.000463,0.000463
291,224880,0.32395,0.38695,0.19769,0.77772,0.99622,0.98705,0.99466,0.95797,0.98075,0.96703,0.98214,0.60481,0.31069,0.61903,0.19197,0.77556,0.00043,0.00043,0.00043
292,225641,0.31676,0.38126,0.19392,0.77783,0.99622,0.98704,0.99466,0.95802,0.9809,0.96703,0.98216,0.60481,0.31055,0.61877,0.19189,0.77554,0.000397,0.000397,0.000397
293,226379,0.31532,0.37749,0.1929,0.77889,0.99621,0.98702,0.99466,0.95806,0.9811,0.9671,0.98217,0.60486,0.31041,0.61844,0.1918,0.77552,0.000364,0.000364,0.000364
294,227105,0.31485,0.37441,0.19177,0.77637,0.9963,0.98712,0.99466,0.95812,0.98109,0.96719,0.9822,0.60469,0.31026,0.61817,0.19172,0.77551,0.000331,0.000331,0.000331
295,227837,0.31327,0.37697,0.19083,0.77688,0.99599,0.98714,0.99465,0.95823,0.98095,0.96719,0.98219,0.6047,0.31011,0.6178,0.19164,0.77549,0.000298,0.000298,0.000298
296,228569,0.31047,0.37729,0.19038,0.77621,0.99595,0.98712,0.99465,0.95836,0.98112,0.96744,0.98232,0.60466,0.31002,0.61734,0.19156,0.7755,0.000265,0.000265,0.000265
297,229300,0.31067,0.37263,0.18949,0.77721,0.99592,0.98711,0.99465,0.95849,0.98111,0.96744,0.98229,0.60473,0.30988,0.61697,0.19148,0.77549,0.000232,0.000232,0.000232
298,230030,0.31147,0.37055,0.18875,0.77713,0.99591,0.9871,0.99466,0.9585,0.98114,0.96744,0.9822,0.60466,0.30974,0.61657,0.19139,0.77548,0.000199,0.000199,0.000199
299,230776,0.30582,0.36638,0.18678,0.776,0.9959,0.9871,0.99465,0.95861,0.98093,0.96746,0.98219,0.60474,0.30963,0.61626,0.19133,0.77547,0.000166,0.000166,0.000166
300,231508,0.3085,0.36706,0.18718,0.7772,0.99608,0.98709,0.99466,0.95857,0.98101,0.96729,0.98219,0.6048,0.30951,0.61602,0.19125,0.77546,0.000133,0.000133,0.000133
